x1,y1,z1
,,
0.03529508353802919,0.0,0.2115118397445499
0.03337894084044,0.0,0.09722953300146095
0.03281884278435198,0.0,0.06064390980194269
0.032558206487161026,0.0,0.04183078454986759
0.03241279544742121,0.0,0.029838080185987364
0.03232469385728853,0.0,0.02111877652316964
0.03227021100713451,0.0,0.014155026944822232
0.03223824149123067,0.0,0.008163831489533327
0.03222338239018451,0.0,0.0026701055910051267
0.03222338239018451,0.0,-0.0026701055910051228
0.03223824149123067,0.0,-0.008163831489533323
0.03227021100713451,0.0,-0.014155026944822218
0.03232469385728853,0.0,-0.021118776523169625
0.03241279544742121,0.0,-0.029838080185987343
0.032558206487161026,0.0,-0.04183078454986758
0.03281884278435197,0.0,-0.060643909801942654
0.03337894084044,0.0,-0.0972295330014609
0.03529508353802919,0.0,-0.21151183974454973
,,
,,
0.03554054785405858,0.012201085489525317,0.22518391223483059
0.03348304537107073,0.011494743994933568,0.1031201112003166
0.032886187012819056,0.011289842261733785,0.06424956995640849
0.03260910660572709,0.011194720437830456,0.04429627540750517
0.03245470022289777,0.011141712659650872,0.03158819159991957
0.032361210239072534,0.011109617507664184,0.022353825806854546
0.03230341831283501,0.011089777514326889,0.014981322389653743
0.03226951530158093,0.011078138595862212,0.008639883831252405
0.03225375959403342,0.011072729654629103,0.0028257284811970267
0.03225375959403342,0.011072729654629103,-0.0028257284811970223
0.03226951530158093,0.011078138595862212,-0.008639883831252401
0.03230341831283501,0.011089777514326889,-0.014981322389653731
0.032361210239072534,0.011109617507664184,-0.02235382580685453
0.032454700222897766,0.011141712659650868,-0.031588191599919546
0.0326091066057271,0.01119472043783046,-0.044296275407505165
0.03288618701281906,0.011289842261733787,-0.06424956995640847
0.03348304537107073,0.011494743994933568,-0.10312011120031656
0.03554054785405858,0.012201085489525317,-0.22518391223483036
,,
,,
0.0364880506990274,0.02839978981404724,0.27708741016029126
0.03387318561010557,0.02636455862206007,0.1250337774533595
0.033136594198664125,0.025791246514040907,0.0775920919773854
0.03279770101967123,0.02552747536517356,0.05339795211344369
0.03260966362211148,0.02538111998401258,0.03804051338169675
0.03249608978501795,0.02529272191834345,0.026903643671493376
0.03242598711100449,0.02523815881702003,0.018023858248154966
0.03238489902354792,0.025206178674883836,0.01039228137820938
0.032365813459287414,0.025191323783951135,0.0033985174172958734
0.032365813459287414,0.025191323783951135,-0.003398517417295868
0.03238489902354792,0.025206178674883836,-0.010392281378209375
0.03242598711100449,0.025238158817020035,-0.01802385824815495
0.03249608978501795,0.02529272191834345,-0.026903643671493355
0.032609663622111484,0.025381119984012584,-0.03804051338169673
0.03279770101967123,0.02552747536517356,-0.05339795211344367
0.03313659419866412,0.025791246514040904,-0.07759209197738534
0.03387318561010558,0.026364558622060073,-0.12503377745335945
0.03648805069902739,0.028399789814047238,-0.277087410160291
,,
,,
0.039480220570788004,0.06042897617524528,0.43256748830263986
0.03498900907825041,0.05355466523278426,0.18634216066106302
0.03383562807766085,0.05178928418886028,0.11431204864818793
